"ID","Description","Size","NES","pvalue","p.adjust","ratio"
"GO:0045454","cell redox homeostasis",76,2.3612422371422,1.97334796241956e-06,0.000108311460435629,0.60655737704918
"GO:0045851","pH reduction",53,2.27994089694121,1.97362837761826e-06,0.000108311460435629,0.625
"GO:1901658","glycosyl compound catabolic process",43,2.26351717911631,1.97549204568128e-06,0.000108311460435629,0.457142857142857
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane",105,-2.11254404034127,2.02994163917787e-06,0.000109014829330657,0.610526315789474
"GO:0140014","mitotic nuclear division",264,1.76627450466063,3.92546330280631e-06,0.000176137178736587,0.227272727272727
"GO:0005996","monosaccharide metabolic process",292,1.83279854369568,3.93186858122454e-06,0.000176137178736587,0.383838383838384
"GO:0010466","negative regulation of peptidase activity",262,1.99899212787122,3.93533458214617e-06,0.000176137178736587,0.485074626865672
"GO:0008037","cell recognition",215,2.04034028628198,3.93700787401575e-06,0.000176137178736587,0.534883720930233
"GO:0016999","antibiotic metabolic process",151,2.09136490746547,3.93927218007201e-06,0.000176137178736587,0.479591836734694
"GO:0019682","glyceraldehyde-3-phosphate metabolic process",21,2.27069317087956,3.94714769239878e-06,0.000176137178736587,0.642857142857143
"GO:0006739","NADP metabolic process",32,2.27067569537158,3.94770865120612e-06,0.000176137178736587,0.541666666666667
"GO:0007040","lysosome organization",61,2.16969740158344,3.94813726883656e-06,0.000176137178736587,0.611111111111111
"GO:0031668","cellular response to extracellular stimulus",268,1.78665908872888,5.89677112469116e-06,0.000249945067977723,0.457286432160804
"GO:0009152","purine ribonucleotide biosynthetic process",280,1.76838705142717,5.89783765612068e-06,0.000249945067977723,0.303482587064677
"GO:0042180","cellular ketone metabolic process",248,1.83815293888512,5.89820871401355e-06,0.000249945067977723,0.48125
"GO:0006376","mRNA splice site selection",53,-2.32131021018473,6.07747565970998e-06,0.000254294376287865,0.32258064516129
"GO:0044839","cell cycle G2/M phase transition",266,1.7398573751809,7.85118857180992e-06,0.000308288341762897,0.379310344827586
"GO:0097164","ammonium ion metabolic process",205,1.88351900457454,7.87189281630741e-06,0.000308288341762897,0.472
"GO:0016051","carbohydrate biosynthetic process",214,1.86423843276052,7.87410874931594e-06,0.000308288341762897,0.444444444444444
"GO:0006900","vesicle budding from membrane",102,1.99041319788985,7.88494291301331e-06,0.000308288341762897,0.451612903225806
"GO:0000395","mRNA 5'-splice site recognition",29,-2.21736568404857,8.10702899681596e-06,0.000312586399503374,0.583333333333333
"GO:1901988","negative regulation of cell cycle phase transition",267,1.75732737845192,9.82214067662763e-06,0.00036505963283542,0.432038834951456
"GO:0050701","interleukin-1 secretion",61,2.13674505277175,9.87182423414388e-06,0.00036505963283542,0.555555555555556
"GO:0034341","response to interferon-gamma",199,1.83374693251778,1.18111631239739e-05,0.000415367928324737,0.409722222222222
"GO:0007032","endosome organization",79,2.03399365381651,1.18427753149191e-05,0.000415367928324737,0.527777777777778
"GO:0006140","regulation of nucleotide metabolic process",146,1.92352924976667,1.3771774158643e-05,0.000461282331726236,0.367924528301887
"GO:0044242","cellular lipid catabolic process",217,1.83531469584014,1.37742130988831e-05,0.000461282331726236,0.45578231292517
"GO:0072350","tricarboxylic acid metabolic process",39,2.15014928266327,1.38287994626524e-05,0.000461282331726236,0.606060606060606
"GO:0032635","interleukin-6 production",161,1.85867179163078,1.57372508596473e-05,0.000499144241004943,0.504504504504504
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",131,1.89093605192877,1.57444672957893e-05,0.000499144241004943,0.330275229357798
"GO:0033572","transferrin transport",36,2.16332341767219,1.57918632424643e-05,0.000499144241004943,0.642857142857143
"GO:0002532","production of molecular mediator involved in inflammatory response",72,2.09093878328236,1.57919879349212e-05,0.000499144241004943,0.607843137254902
"GO:0034381","plasma lipoprotein particle clearance",69,2.12185038902521,1.77794284111315e-05,0.000543640214878829,0.628571428571429
"GO:0048771","tissue remodeling",179,1.89356792924069,1.96668436682597e-05,0.000585312125973894,0.504761904761905
"GO:0051304","chromosome separation",90,1.96490410647787,1.97253053970408e-05,0.000585312125973894,0.266666666666667
"GO:0018196","peptidyl-asparagine modification",34,2.15960401162536,1.97481713193358e-05,0.000585312125973894,0.483870967741935
"GO:0009595","detection of biotic stimulus",23,2.17058361326392,1.9755818088427e-05,0.000585312125973894,0.8
"GO:0046466","membrane lipid catabolic process",35,2.15691060342185,2.76330878594028e-05,0.000748919483462225,0.692307692307692
"GO:0071216","cellular response to biotic stimulus",236,1.75630261314972,3.14847210552104e-05,0.000841647877730619,0.421052631578947
"GO:0050663","cytokine secretion",240,1.74176718043931,3.34610100501128e-05,0.000886716766327989,0.425149700598802
"GO:0042116","macrophage activation",95,1.96951449007991,3.94660246859984e-05,0.00101211256856028,0.529411764705882
"GO:0007584","response to nutrient",219,1.76499784507005,4.33132254965271e-05,0.00108945976229761,0.517482517482518
"GO:0000041","transition metal ion transport",112,1.92429693755578,4.33956718734898e-05,0.00108945976229761,0.466666666666667
"GO:0051262","protein tetramerization",172,1.81242937460043,4.52596427636719e-05,0.00112034813120448,0.310924369747899
"GO:0006364","rRNA processing",214,-1.71659675135428,4.68562511332083e-05,0.00112974947746126,0.419689119170984
"GO:0060337","type I interferon signaling pathway",95,1.93252076372259,4.93238684118109e-05,0.00115898942031694,0.5
"GO:0006643","membrane lipid metabolic process",207,1.74857527004193,5.31502340578826e-05,0.00124277753164755,0.402777777777778
"GO:0019083","viral transcription",177,-1.73173283053797,5.69209814803521e-05,0.00132445405688429,0.464705882352941
"GO:0042737","drug catabolic process",140,1.9061146101838,5.91759161911224e-05,0.00137023844772648,0.426666666666667
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",120,-1.8084537279833,6.51088029136189e-05,0.00147985443444431,0.576271186440678
"GO:0006081","cellular aldehyde metabolic process",74,2.02962307361689,6.51508241579256e-05,0.00147985443444431,0.568181818181818
"GO:0010499","proteasomal ubiquitin-independent protein catabolic process",23,2.11803663200068,6.70370793916188e-05,0.00151548279003802,0.523809523809524
"GO:0051701","interaction with host",209,1.70672328920553,7.47072654781658e-05,0.00164435516983052,0.416149068322981
"GO:0002220","innate immune response activating cell surface receptor signaling pathway",116,1.83537071361464,8.0749194969916e-05,0.00174286723984841,0.58
"GO:0051225","spindle assembly",108,1.83292998484187,8.86914463998171e-05,0.00186521445086996,0.284210526315789
"GO:0050764","regulation of phagocytosis",98,1.88041845222528,8.87638742866836e-05,0.00186521445086996,0.546666666666667
"GO:0032418","lysosome localization",74,1.94671238582414,9.28028433211571e-05,0.00193305485869834,0.631578947368421
"GO:0070646","protein modification by small protein removal",299,1.60651444293905,0.00010391769718383,0.0021551626763777,0.440329218106996
"GO:0006479","protein methylation",179,-1.74402452435001,0.00011181839066906,0.0022755462265051,0.421052631578947
"GO:0016197","endosomal transport",224,1.66951079007435,0.000112107623318386,0.0022755462265051,0.415300546448087
"GO:0090288","negative regulation of cellular response to growth factor stimulus",166,-1.85751883252846,0.00011761294391282,0.00237717687484811,0.414634146341463
"GO:0043112","receptor metabolic process",192,1.73299927883546,0.000123994024668906,0.00248509032634741,0.454545454545455
"GO:0032868","response to insulin",272,1.64127955761896,0.00015130049654072,0.00292736925027068,0.402061855670103
"GO:1905330","regulation of morphogenesis of an epithelium",180,1.75212132303735,0.000176951131995714,0.00334943214134744,0.495652173913044
"GO:0046365","monosaccharide catabolic process",67,1.94135811116581,0.000179674650671016,0.00338754183280927,0.408163265306122
"GO:0097205","renal filtration",22,2.05901566747063,0.000183492754995738,0.00344590724932941,0.615384615384615
"GO:0090175","regulation of establishment of planar polarity",110,1.79901396450535,0.000220816271004655,0.0040511292795854,0.511627906976744
"GO:0032722","positive regulation of chemokine production",58,1.93650902734104,0.000244774846620923,0.0044226364332644,0.560975609756098
"GO:1902600","proton transmembrane transport",163,1.77063427912383,0.000252277891981702,0.00452393061937112,0.547368421052632
"GO:0030193","regulation of blood coagulation",79,1.91455492883023,0.000262463047965615,0.00467145051789547,0.51063829787234
"GO:0006890","retrograde vesicle-mediated transport, Golgi to ER",86,1.81832208507869,0.000266261160780323,0.00472143396625331,0.454545454545455
"GO:0002573","myeloid leukocyte differentiation",204,1.65646947114001,0.000285228694400076,0.00496547763608891,0.496688741721854
"GO:0002793","positive regulation of peptide secretion",288,1.60824391324381,0.000296706168540893,0.00512785660847848,0.360824742268041
"GO:0060759","regulation of response to cytokine stimulus",190,1.67773258403694,0.000304901438151235,0.00525046880859708,0.42962962962963
"GO:1901568","fatty acid derivative metabolic process",167,1.76369235480229,0.000311455245064026,0.00531708796907078,0.354838709677419
"GO:0042133","neurotransmitter metabolic process",153,1.77722411978026,0.000311484717534618,0.00531708796907078,0.494252873563218
"GO:0031638","zymogen activation",53,1.98820423696019,0.00031211417847795,0.00531708796907078,0.566666666666667
"GO:0036109","alpha-linolenic acid metabolic process",13,2.01140908680875,0.000339620257163618,0.00574464052010801,0.727272727272727
"GO:0034976","response to endoplasmic reticulum stress",285,1.56413666884637,0.000359122093662182,0.00595079275015637,0.415584415584416
"GO:0031639","plasminogen activation",25,2.0110737697572,0.000372904631120371,0.00609162702206908,0.538461538461538
"GO:0046364","monosaccharide biosynthetic process",98,1.81334658154195,0.000377017338849762,0.00613779080653025,0.442857142857143
"GO:1902476","chloride transmembrane transport",88,1.95560006148846,0.000393133013295403,0.00631395445595647,0.424242424242424
"GO:0032637","interleukin-8 production",82,1.84114119310987,0.000396672685829312,0.0063494252060598,0.533333333333333
"GO:0009566","fertilization",182,1.80338254269387,0.000420400268424585,0.00669010815348906,0.450704225352113
"GO:1902036","regulation of hematopoietic stem cell differentiation",72,1.81230087657272,0.000473463364785768,0.00747821274843746,0.378787878787879
"GO:0006801","superoxide metabolic process",73,1.85964745468851,0.000491525624474423,0.0076640086278035,0.588235294117647
"GO:0006575","cellular modified amino acid metabolic process",202,1.66607570722525,0.00049183649780936,0.0076640086278035,0.483870967741935
"GO:0043174","nucleoside salvage",16,1.99095747122543,0.000493260094074565,0.0076640086278035,0.461538461538462
"GO:0006027","glycosaminoglycan catabolic process",61,1.94941806312353,0.000519463076643518,0.00799302863093413,0.586206896551724
"GO:1903008","organelle disassembly",101,1.73043956776723,0.00055358331921466,0.00849065090885508,0.467391304347826
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",241,-1.66802930773267,0.000573384002586328,0.00876615927031021,0.365853658536585
"GO:0008217","regulation of blood pressure",182,1.75602545539942,0.000579857639032703,0.00883680810922042,0.324675324675325
"GO:0006888","ER to Golgi vesicle-mediated transport",212,1.58488936985173,0.000595863175655744,0.00905180684037548,0.419889502762431
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",84,1.80245700756425,0.000609550412186274,0.00920112489281179,0.5
"GO:2000379","positive regulation of reactive oxygen species metabolic process",102,1.76823937992811,0.000631614683462354,0.0095041073820676,0.541666666666667
"GO:0045730","respiratory burst",37,1.92990445284474,0.000645872342442701,0.0096495625452701,0.551724137931034
"GO:0007029","endoplasmic reticulum organization",57,1.87301878300793,0.000647350107858791,0.0096495625452701,0.575
"GO:0071772","response to BMP",170,-1.75371288240127,0.000667368519273562,0.00979864372804511,0.402597402597403
"GO:0002755","MyD88-dependent toll-like receptor signaling pathway",36,1.90104874045909,0.000683714744723441,0.00994304674491102,0.470588235294118
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",88,1.75971660594043,0.000718461702438427,0.0102914784403342,0.486111111111111
"GO:0006672","ceramide metabolic process",92,1.77975851643931,0.00073386821541794,0.0104183077010225,0.53030303030303
"GO:1903034","regulation of response to wounding",179,1.67140141564271,0.00075127342812752,0.0105710154931217,0.447619047619048
"GO:0007034","vacuolar transport",142,1.6292321226973,0.000773611387244664,0.0107898430326229,0.4140625
"GO:0090263","positive regulation of canonical Wnt signaling pathway",147,1.66633764860224,0.000778964802986819,0.0108163544020676,0.327102803738318
"GO:1901216","positive regulation of neuron death",94,1.74238032283024,0.000781122093722816,0.0108163544020676,0.533333333333333
"GO:0048260","positive regulation of receptor-mediated endocytosis",51,1.89535695427503,0.000782314941030048,0.0108163544020676,0.575757575757576
"GO:0033865","nucleoside bisphosphate metabolic process",140,1.67048966330485,0.000808685797037573,0.0110528116099405,0.346153846153846
"GO:1901605","alpha-amino acid metabolic process",222,1.61238950207478,0.00084592049921113,0.0114958426815872,0.448529411764706
"GO:0010821","regulation of mitochondrion organization",182,1.5867962250335,0.000853369827674351,0.011564130903428,0.290322580645161
"GO:0016125","sterol metabolic process",166,1.65707187856996,0.000881400482409371,0.0119101424960133,0.351851851851852
"GO:2001234","negative regulation of apoptotic signaling pathway",230,1.56758904402612,0.000897160957758672,0.0120888637528499,0.395348837209302
"GO:0098754","detoxification",131,1.71742165711305,0.000940919339344434,0.0125420999791172,0.506329113924051
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process",86,1.75269591771974,0.000962971002338362,0.0127240212774349,0.426470588235294
"GO:0046470","phosphatidylcholine metabolic process",83,1.804214538596,0.000973231206569804,0.0127915183390461,0.480769230769231
"GO:0051321","meiotic cell cycle",249,1.59581812688788,0.000994192341765922,0.0130282897533611,0.274647887323944
"GO:0097352","autophagosome maturation",38,1.87331014922717,0.00102333116023627,0.0133005167147876,0.424242424242424
"GO:0001510","RNA methylation",81,-1.73650880782844,0.0011698230262531,0.0148012091120087,0.279411764705882
"GO:0032799","low-density lipoprotein receptor particle metabolic process",23,1.9161107565094,0.00121153762672802,0.0152079854723491,0.684210526315789
"GO:0045471","response to ethanol",125,1.73316680751601,0.00122344676526595,0.0153171681635659,0.470588235294118
"GO:0031060","regulation of histone methylation",65,-1.77363967143278,0.00122816759826354,0.0153360194861704,0.509090909090909
"GO:1903531","negative regulation of secretion by cell",211,1.61527218758778,0.0012765865374213,0.0157346712751927,0.41025641025641
"GO:0019321","pentose metabolic process",15,1.91153209044739,0.00129675062321006,0.0159010294928329,0.5
"GO:0048259","regulation of receptor-mediated endocytosis",103,1.74253411858182,0.00130466105458457,0.0159570082829959,0.451612903225806
"GO:0061647","histone H3-K9 modification",48,-1.81881360143942,0.00137538486468968,0.0166936765411313,0.564102564102564
"GO:0072329","monocarboxylic acid catabolic process",132,1.64977254903218,0.00146833616817475,0.0176867765711958,0.410526315789474
"GO:0017001","antibiotic catabolic process",58,1.82531283249708,0.00148055732125725,0.0177890640362647,0.5
"GO:0030041","actin filament polymerization",182,1.57639598934793,0.00156232782911203,0.018555926650512,0.492537313432836
"GO:0042053","regulation of dopamine metabolic process",20,1.90080439009357,0.00156383281205573,0.018555926650512,0.818181818181818
"GO:0042058","regulation of epidermal growth factor receptor signaling pathway",86,1.71385575779707,0.00159202056409214,0.0187504644215297,0.575757575757576
"GO:0140029","exocytic process",80,1.73240639129224,0.00169809457991904,0.019755880844424,0.526315789473684
"GO:0051984","positive regulation of chromosome segregation",28,1.86355822136432,0.00175289681991354,0.0202453216246673,0.24
"GO:0061640","cytoskeleton-dependent cytokinesis",100,1.68795373488747,0.00176062593015131,0.0202854726734825,0.416666666666667
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",21,1.88980630972193,0.00177075005181961,0.0203040330461046,0.705882352941177
"GO:1904668","positive regulation of ubiquitin protein ligase activity",12,1.88919819970192,0.00179287903200329,0.0205084723804692,0.545454545454545
"GO:0042471","ear morphogenesis",118,-1.77473767937768,0.00183794846854514,0.0209737181697616,0.409090909090909
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",95,1.65825386457322,0.00185989085221658,0.0211734591051864,0.373493975903614
"GO:0033077","T cell differentiation in thymus",70,-1.73666944743133,0.00187062490626609,0.0212032188066667,0.454545454545455
"GO:1903509","liposaccharide metabolic process",111,1.65379144524377,0.0018915000838256,0.0213802260659908,0.404761904761905
"GO:0002576","platelet degranulation",128,1.63554857116871,0.00190421371349271,0.0214730482585349,0.516129032258065
"GO:0050862","positive regulation of T cell receptor signaling pathway",14,-1.89725098303439,0.00202270373470558,0.0225427495666954,0.75
"GO:0050820","positive regulation of coagulation",27,1.87163880142295,0.00207382092132109,0.0230585682860177,0.578947368421053
"GO:0043277","apoptotic cell clearance",46,1.81344410761435,0.00211535916665515,0.0234112835845593,0.75
"GO:0022618","ribonucleoprotein complex assembly",277,-1.47118975355899,0.00213808481409465,0.0236080198222951,0.293577981651376
"GO:0045410","positive regulation of interleukin-6 biosynthetic process",15,1.87849019594518,0.00217313998972697,0.0239396714803641,0.733333333333333
"GO:0036258","multivesicular body assembly",30,1.82833083570389,0.00219112102489192,0.0240267753764011,0.607142857142857
"GO:0010823","negative regulation of mitochondrion organization",55,1.75790055954916,0.00220328241697712,0.0241047181857359,0.409090909090909
"GO:0036124","histone H3-K9 trimethylation",16,-1.88742460151942,0.00223249136709174,0.0243127484498347,0.615384615384615
"GO:0006907","pinocytosis",21,1.87380047812479,0.00224880458282702,0.024434619271264,0.5625
"GO:0090148","membrane fission",12,1.86882135478285,0.00226191204596458,0.0245211828619342,0.7
"GO:0007229","integrin-mediated signaling pathway",103,1.65919898988232,0.00234387022692925,0.0251522280492092,0.459459459459459
"GO:0010257","NADH dehydrogenase complex assembly",64,1.69764560495692,0.00234648668383608,0.0251522280492092,0.383333333333333
"GO:1900407","regulation of cellular response to oxidative stress",88,1.69982473946972,0.0023794866938157,0.0254487702455177,0.440677966101695
"GO:0032506","cytokinetic process",39,1.77907555109911,0.0024241323560474,0.0258105163802368,0.459459459459459
"GO:0001845","phagolysosome assembly",13,1.86250996642975,0.00242968039143316,0.0258119720871629,0.6
"GO:1904385","cellular response to angiotensin",25,1.86684135676023,0.00244774586115611,0.025888575959456,0.4
"GO:0045132","meiotic chromosome segregation",90,1.73809952670189,0.00247859840785574,0.0260425369568357,0.234042553191489
"GO:0060395","SMAD protein signal transduction",70,-1.78728093700227,0.00251041112031145,0.026305816618984,0.411764705882353
"GO:0021700","developmental maturation",284,1.51476633354529,0.00255689634841398,0.0265716679344982,0.442307692307692
"GO:0015718","monocarboxylic acid transport",162,1.63191630181623,0.00264373326704271,0.0272304172780034,0.536585365853659
"GO:0090596","sensory organ morphogenesis",256,-1.59036054833927,0.00264682665625025,0.0272304172780034,0.419047619047619
"GO:0043094","cellular metabolic compound salvage",34,1.82087079289301,0.00264882885052276,0.0272304172780034,0.384615384615385
"GO:0072523","purine-containing compound catabolic process",51,1.77178608302555,0.00266302910183471,0.0273175243349496,0.277777777777778
"GO:0089718","amino acid import across plasma membrane",23,1.85965251876253,0.00267664684842599,0.027398294993545,0.75
"GO:0033194","response to hydroperoxide",20,1.85362919390844,0.00268474924244668,0.0274223851958686,0.647058823529412
"GO:0017157","regulation of exocytosis",217,1.54782412132965,0.00273143929927168,0.027721203101119,0.393700787401575
"GO:0030510","regulation of BMP signaling pathway",91,-1.74404572196509,0.00275539623773859,0.0279049682675437,0.380952380952381
"GO:0043627","response to estrogen",73,1.73419175098844,0.00286861053034745,0.0288587316775411,0.477272727272727
"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure",25,1.84928558013109,0.00287377307061468,0.0288587316775411,0.6
"GO:1903076","regulation of protein localization to plasma membrane",95,1.66416373466004,0.00295648363967214,0.0295648363967214,0.476923076923077
"GO:0097066","response to thyroid hormone",26,1.84076339519707,0.00299046013608074,0.0298420394332743,0.555555555555556
"GO:0043300","regulation of leukocyte degranulation",46,1.74223874418342,0.00305715035693069,0.0304398390131716,0.55
"GO:2000482","regulation of interleukin-8 secretion",25,1.82826267924098,0.00306312845415564,0.0304398390131716,0.7
"GO:0002082","regulation of oxidative phosphorylation",31,1.82381362546107,0.00308032322674218,0.030547072331726,0.454545454545455
"GO:0043624","cellular protein complex disassembly",217,1.48310291038163,0.00310057705730267,0.0306841339488252,0.446927374301676
"GO:0098656","anion transmembrane transport",288,1.49691377055486,0.0032046934012807,0.0316488354536417,0.46875
"GO:0019674","NAD metabolic process",76,1.68690592487841,0.00324536883498365,0.0319743052899006,0.518518518518518
"GO:0046835","carbohydrate phosphorylation",24,1.83192463600848,0.00326285848510988,0.0319943643465858,0.555555555555556
"GO:2001057","reactive nitrogen species metabolic process",85,1.68092916155046,0.00330053850891461,0.0322614112449236,0.509090909090909
"GO:0046683","response to organophosphorus",134,1.61123737443848,0.00336385464202076,0.0328130606184847,0.353658536585366
"GO:0009451","RNA modification",163,-1.52253925361554,0.00338991317920203,0.0329325577694372,0.264285714285714
"GO:0070125","mitochondrial translational elongation",88,1.61292142677772,0.00343416889562178,0.033294686244138,0.481481481481481
"GO:0051650","establishment of vesicle localization",290,1.45421939447648,0.00353873737850335,0.034238899179434,0.428571428571429
"GO:0031348","negative regulation of defense response",239,1.50364947668252,0.00360687608717896,0.0347145236752863,0.387755102040816
"GO:0018023","peptidyl-lysine trimethylation",44,-1.7512063951561,0.00360972824799623,0.0347145236752863,0.5
"GO:0006767","water-soluble vitamin metabolic process",88,1.63319299777611,0.00368211774089737,0.0352684771567881,0.449275362318841
"GO:0006836","neurotransmitter transport",269,1.52417644084246,0.00369094488188976,0.0352821785302889,0.426356589147287
"GO:0010507","negative regulation of autophagy",84,1.64024791841476,0.00386837656406888,0.0366842071781482,0.4375
"GO:0051307","meiotic chromosome separation",25,1.82485686757874,0.00392346480624439,0.0370630797559368,0.357142857142857
"GO:0060986","endocrine hormone secretion",47,-1.81817936149106,0.00396237466836647,0.0372791462881816,0.333333333333333
"GO:0032928","regulation of superoxide anion generation",22,1.81437699709126,0.00403896834562198,0.0378504499186972,0.823529411764706
"GO:0034446","substrate adhesion-dependent cell spreading",100,1.63910486018425,0.00405310254645289,0.0379084296991771,0.507936507936508
"GO:0060042","retina morphogenesis in camera-type eye",49,-1.81918018073724,0.00413223140495868,0.0384225025373351,0.411764705882353
"GO:0072665","protein localization to vacuole",65,1.65666009889773,0.00421311158230572,0.0390983312210084,0.535714285714286
"GO:0008347","glial cell migration",49,1.7381719826357,0.00438570497244118,0.0404436198962101,0.454545454545455
"GO:0051931","regulation of sensory perception",40,1.81533506885445,0.00439199058830961,0.0404436198962101,0.583333333333333
"GO:0097028","dendritic cell differentiation",42,1.74128935181074,0.00446970849126106,0.0408438879373855,0.53125
"GO:0006607","NLS-bearing protein import into nucleus",18,-1.80391478648483,0.00454000985019994,0.0414069732035444,0.388888888888889
"GO:0016573","histone acetylation",156,-1.50716461766633,0.00458414394415273,0.0417297072778788,0.386363636363636
"GO:0060021","roof of mouth development",89,-1.67372327664751,0.0045935321770141,0.0417355209225853,0.3125
"GO:0006730","one-carbon metabolic process",27,1.77759359736173,0.00462906349726043,0.0419783895093769,0.608695652173913
"GO:0051187","cofactor catabolic process",65,1.72626527213073,0.00465558363748101,0.0421387741001601,0.323529411764706
"GO:0051785","positive regulation of nuclear division",66,1.69607330008013,0.0047237597416441,0.0426748749387166,0.317073170731707
"GO:0043032","positive regulation of macrophage activation",27,1.80299229821625,0.00475324983207555,0.0427792484886799,0.533333333333333
"GO:0034142","toll-like receptor 4 signaling pathway",35,1.7652633883002,0.00476914269922423,0.0428414513659125,0.72
"GO:0006691","leukotriene metabolic process",31,1.80495028377178,0.00479183729857212,0.0429644058537387,0.428571428571429
"GO:0044275","cellular carbohydrate catabolic process",45,1.72237508296565,0.00483738062162712,0.0432103100471187,0.441176470588235
"GO:0030316","osteoclast differentiation",97,1.59892816493518,0.00486343306266012,0.0432809248300164,0.541666666666667
