"ID","Description","Size","NES_COVID","pvalue_COVID","p.adjust_COVID","ratio_COVID","NES_Abatacept","pvalue_Abatacept","p.adjust_Abatacept","ratio_Abatacept"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane",105,-2.11254404034127,2.02994163917787e-06,0.000109014829330657,0.610526315789474,2.74641570714834,2.1795276963482e-06,0.000128214216914867,0.704081632653061
"GO:0006890","retrograde vesicle-mediated transport, Golgi to ER",86,1.81832208507869,0.000266261160780323,0.00472143396625331,0.454545454545455,-1.94667408779692,2.98509133446642e-05,0.00112609229072595,0.417721518987342
"GO:0007033","vacuole organization",163,2.17672069433955,1.96899618605439e-06,0.000108311460435629,0.458904109589041,-1.61902058712297,0.000752375021149298,0.0196044109892253,0.355263157894737
"GO:0008037","cell recognition",215,2.04034028628198,3.93700787401575e-06,0.000176137178736587,0.534883720930233,-2.61109859991231,1.82262238909343e-06,0.000128214216914867,0.328
"GO:0009451","RNA modification",163,-1.52253925361554,0.00338991317920203,0.0329325577694372,0.264285714285714,1.82902772519658,6.75169298701649e-06,0.000296780939559725,0.294117647058824
"GO:0010324","membrane invagination",135,2.44058445910688,1.9670828358253e-06,0.000108311460435629,0.700934579439252,-2.83691617049269,1.84779013538758e-06,0.000128214216914867,0.418367346938776
"GO:0016052","carbohydrate catabolic process",199,2.12865484119568,1.96663408609531e-06,0.000108311460435629,0.393333333333333,-1.60495737293712,0.000691013061044273,0.0182883299663812,0.304347826086957
"GO:0016236","macroautophagy",295,2.15240381259235,1.95932826389801e-06,0.000108311460435629,0.432432432432432,-1.57240823375853,0.000155600852692673,0.00506961370467663,0.364963503649635
"GO:0019083","viral transcription",177,-1.73173283053797,5.69209814803521e-05,0.00132445405688429,0.464705882352941,2.43948026989562,2.27007541190518e-06,0.000128214216914867,0.494186046511628
"GO:0019882","antigen processing and presentation",226,2.49360704361598,1.96593429061227e-06,0.000108311460435629,0.474747474747475,-1.9715878213965,1.76617908349435e-06,0.000128214216914867,0.368932038834951
"GO:0022618","ribonucleoprotein complex assembly",277,-1.47118975355899,0.00213808481409465,0.0236080198222951,0.293577981651376,1.57620354433127,0.00015428960158217,0.00506450607790823,0.399159663865546
"GO:0030100","regulation of endocytosis",281,1.99815919389709,1.96613915153231e-06,0.000108311460435629,0.477157360406091,-1.54445900655406,0.000877791004496692,0.0221264698585753,0.393203883495146
"GO:0032635","interleukin-6 production",161,1.85867179163078,1.57372508596473e-05,0.000499144241004943,0.504504504504504,-1.72798789490879,0.000261673281694033,0.00778093199390197,0.427350427350427
"GO:0032868","response to insulin",272,1.64127955761896,0.00015130049654072,0.00292736925027068,0.402061855670103,-1.55874121301926,0.000621027058784093,0.0165225883271241,0.334928229665072
"GO:0034976","response to endoplasmic reticulum stress",285,1.56413666884637,0.000359122093662182,0.00595079275015637,0.415584415584416,-1.59248639631694,0.000163743382764093,0.00517326749920306,0.243027888446215
"GO:0038093","Fc receptor signaling pathway",241,2.46578818781783,1.96202308123953e-06,0.000108311460435629,0.524229074889868,-3.02069137528307,1.75606500952665e-06,0.000128214216914867,0.3710407239819
"GO:0038094","Fc-gamma receptor signaling pathway",142,2.60693610155334,1.96766729107309e-06,0.000108311460435629,0.641791044776119,-3.18159692858617,1.82047561745982e-06,0.000128214216914867,0.53125
"GO:0044839","cell cycle G2/M phase transition",266,1.7398573751809,7.85118857180992e-06,0.000308288341762897,0.379310344827586,-1.61774777757856,0.000115307407802119,0.00386012547311066,0.2375
"GO:0045132","meiotic chromosome segregation",90,1.73809952670189,0.00247859840785574,0.0260425369568357,0.234042553191489,-1.90206774723478,0.000215269258025924,0.00659506726861239,0.235294117647059
"GO:0045730","respiratory burst",37,1.92990445284474,0.000645872342442701,0.0096495625452701,0.551724137931034,-1.82368862825231,0.00151059748207864,0.0350278452839796,0.46875
"GO:0048771","tissue remodeling",179,1.89356792924069,1.96668436682597e-05,0.000585312125973894,0.504761904761905,-1.61316421682578,0.0021119983544778,0.0439347805838901,0.36697247706422
"GO:0050764","regulation of phagocytosis",98,1.88041845222528,8.87638742866836e-05,0.00186521445086996,0.546666666666667,-1.74803125589829,0.00081285468961097,0.0208545360162908,0.467532467532468
"GO:0050864","regulation of B cell activation",184,1.94940181722768,1.96852718732898e-06,0.000108311460435629,0.5,-2.76453398352492,1.80965669002933e-06,0.000128214216914867,0.326241134751773
"GO:0051225","spindle assembly",108,1.83292998484187,8.86914463998171e-05,0.00186521445086996,0.284210526315789,-2.04086472065584,1.84847325351626e-06,0.000128214216914867,0.443298969072165
"GO:0051262","protein tetramerization",172,1.81242937460043,4.52596427636719e-05,0.00112034813120448,0.310924369747899,-1.69925102848017,0.000249732623224048,0.00751427625236645,0.24822695035461
"GO:0051304","chromosome separation",90,1.96490410647787,1.97253053970408e-05,0.000585312125973894,0.266666666666667,-2.21506451595961,1.87157618531599e-06,0.000128214216914867,0.297297297297297
"GO:0051321","meiotic cell cycle",249,1.59581812688788,0.000994192341765922,0.0130282897533611,0.274647887323944,-1.7214050898651,0.0001061693382951,0.00360191949719283,0.188311688311688
"GO:0051701","interaction with host",209,1.70672328920553,7.47072654781658e-05,0.00164435516983052,0.416149068322981,-1.60240947844273,0.000563994652759558,0.0152459517096233,0.297142857142857
"GO:0051965","positive regulation of synapse assembly",68,-1.78796452141883,0.00492693771247292,0.0435699362663805,0.65,1.79368566543247,0.00161873771493698,0.0368590952657949,0.363636363636364
"GO:0051984","positive regulation of chromosome segregation",28,1.86355822136432,0.00175289681991354,0.0202453216246673,0.24,-1.82491928147851,0.00185114447741898,0.0400945502007333,0.346153846153846
"GO:0061640","cytoskeleton-dependent cytokinesis",100,1.68795373488747,0.00176062593015131,0.0202854726734825,0.416666666666667,-1.76335845730546,0.000492176254817291,0.0137455854591238,0.313953488372093
"GO:0070125","mitochondrial translational elongation",88,1.61292142677772,0.00343416889562178,0.033294686244138,0.481481481481481,1.89155748719926,4.55287514065132e-05,0.00159824887749947,0.32183908045977
"GO:0071216","cellular response to biotic stimulus",236,1.75630261314972,3.14847210552104e-05,0.000841647877730619,0.421052631578947,-1.52897493494744,0.00172437087128727,0.0385694458157396,0.385026737967914
"GO:0140014","mitotic nuclear division",264,1.76627450466063,3.92546330280631e-06,0.000176137178736587,0.227272727272727,-2.22186884161109,1.75089952463078e-06,0.000128214216914867,0.393939393939394
"GO:1901216","positive regulation of neuron death",94,1.74238032283024,0.000781122093722816,0.0108163544020676,0.533333333333333,-1.92990247747293,4.29891274889303e-05,0.0015412059535925,0.381578947368421
"GO:1901988","negative regulation of cell cycle phase transition",267,1.75732737845192,9.82214067662763e-06,0.00036505963283542,0.432038834951456,-1.81077397597198,1.75679925230624e-06,0.000128214216914867,0.295454545454545
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",131,1.89093605192877,1.57444672957893e-05,0.000499144241004943,0.330275229357798,-2.21328765197992,1.83092170429516e-06,0.000128214216914867,0.460869565217391
"GO:1904668","positive regulation of ubiquitin protein ligase activity",12,1.88919819970192,0.00179287903200329,0.0205084723804692,0.545454545454545,-1.83535191215388,0.00157419610043371,0.0360070646501919,0.272727272727273
"GO:1905819","negative regulation of chromosome separation",40,1.703978342255,0.00576019792158622,0.0488710971860567,0.323529411764706,-2.19676545838808,3.87325921206288e-06,0.000191954169774293,0.382352941176471
