"ID","Description","Size","NES","pvalue","p.adjust","ratio"
"GO:0051290","protein heterotetramerization",54,-2.12506594293493,3.81861575178998e-06,0.000191954169774293,0.395833333333333
"GO:1905819","negative regulation of chromosome separation",40,-2.19676545838808,3.87325921206288e-06,0.000191954169774293,0.382352941176471
"GO:0007093","mitotic cell cycle checkpoint",165,-1.8486920888051,5.40569760527596e-06,0.000257965916042837,0.3
"GO:0060147","regulation of posttranscriptional gene silencing",117,-2.00040727105292,5.51209169180793e-06,0.000257965916042837,0.305555555555556
"GO:0009451","RNA modification",163,1.82902772519658,6.75169298701649e-06,0.000296780939559725,0.294117647058824
"GO:0038111","interleukin-7-mediated signaling pathway",30,-2.13477010729195,7.81013560347942e-06,0.000337437910047764,0.571428571428571
"GO:0000028","ribosomal small subunit assembly",19,2.13070532463289,8.02941979412568e-06,0.000343972178468689,0.705882352941177
"GO:0019730","antimicrobial humoral response",122,-2.05182455535464,1.13342702996781e-05,0.000473510217891511,0.45
"GO:0090224","regulation of spindle organization",41,-2.11026381607651,1.35085325681071e-05,0.000551320429957953,0.567567567567568
"GO:0030261","chromosome condensation",47,-2.09884309194341,1.35239828515897e-05,0.000551320429957953,0.666666666666667
"GO:0000027","ribosomal large subunit assembly",30,2.12393841673671,1.63985839822731e-05,0.000632785053667104,0.678571428571429
"GO:0001510","RNA methylation",81,1.95279610753088,2.1535897110098e-05,0.000824726968875343,0.358974358974359
"GO:0006890","retrograde vesicle-mediated transport, Golgi to ER",86,-1.94667408779692,2.98509133446642e-05,0.00112609229072595,0.417721518987342
"GO:0008033","tRNA processing",130,1.80322982270773,3.10631358235614e-05,0.00116314186361558,0.25
"GO:0006338","chromatin remodeling",182,-1.77110333272366,3.23472222721408e-05,0.00119354166850855,0.369426751592357
"GO:0090068","positive regulation of cell cycle process",298,-1.66971099181078,3.32981657968251e-05,0.00121972629060109,0.295154185022026
"GO:0051310","metaphase plate congression",57,-2.01082275546837,3.42906782696162e-05,0.00124704588958928,0.431372549019608
"GO:1901216","positive regulation of neuron death",94,-1.92990247747293,4.29891274889303e-05,0.0015412059535925,0.381578947368421
"GO:0070125","mitochondrial translational elongation",88,1.89155748719926,4.55287514065132e-05,0.00159824887749947,0.32183908045977
"GO:0051321","meiotic cell cycle",249,-1.7214050898651,0.0001061693382951,0.00360191949719283,0.188311688311688
"GO:0044839","cell cycle G2/M phase transition",266,-1.61774777757856,0.000115307407802119,0.00386012547311066,0.2375
"GO:0022618","ribonucleoprotein complex assembly",277,1.57620354433127,0.00015428960158217,0.00506450607790823,0.399159663865546
"GO:0016236","macroautophagy",295,-1.57240823375853,0.000155600852692673,0.00506961370467663,0.364963503649635
"GO:0032886","regulation of microtubule-based process",218,-1.65896445490797,0.000158724214003043,0.00506961370467663,0.269662921348315
"GO:0050830","defense response to Gram-positive bacterium",101,-1.90861649710949,0.000159459659553627,0.00506961370467663,0.4
"GO:0034976","response to endoplasmic reticulum stress",285,-1.59248639631694,0.000163743382764093,0.00517326749920306,0.243027888446215
"GO:0045132","meiotic chromosome segregation",90,-1.90206774723478,0.000215269258025924,0.00659506726861239,0.235294117647059
"GO:0000082","G1/S transition of mitotic cell cycle",279,-1.59692415520062,0.000219675934062072,0.00668952919689019,0.255707762557078
"GO:0060969","negative regulation of gene silencing",39,-1.95721988127563,0.000231798915414823,0.0070164282480355,0.433333333333333
"GO:0051262","protein tetramerization",172,-1.69925102848017,0.000249732623224048,0.00751427625236645,0.24822695035461
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",96,-1.78013907408188,0.000251607699195595,0.00752589893156056,0.333333333333333
"GO:0032635","interleukin-6 production",161,-1.72798789490879,0.000261673281694033,0.00778093199390197,0.427350427350427
"GO:1905268","negative regulation of chromatin organization",62,-1.87836744962091,0.000289565727610092,0.00846101013334691,0.411764705882353
"GO:0036498","IRE1-mediated unfolded protein response",64,-1.85632804389665,0.000302247207991416,0.00877433943009518,0.483333333333333
"GO:0031167","rRNA methylation",27,1.94229328341203,0.000303760514394987,0.00877433943009518,0.44
"GO:0043388","positive regulation of DNA binding",59,-1.89650217145766,0.000314383425092398,0.00902959212410268,0.454545454545455
"GO:0000470","maturation of LSU-rRNA",21,1.91583961311105,0.000473315331169028,0.0132922722169969,0.571428571428571
"GO:0061640","cytoskeleton-dependent cytokinesis",100,-1.76335845730546,0.000492176254817291,0.0137455854591238,0.313953488372093
"GO:0000727","double-strand break repair via break-induced replication",11,-1.88759020649806,0.000503695792016118,0.0139900122452828,0.5
"GO:0008608","attachment of spindle microtubules to kinetochore",32,-1.903743797191,0.00052913668713573,0.0145008191386118,0.428571428571429
"GO:0032715","negative regulation of interleukin-6 production",53,-1.87367075683935,0.000530692688554535,0.0145008191386118,0.425
"GO:0051701","interaction with host",209,-1.60240947844273,0.000563994652759558,0.0152459517096233,0.297142857142857
"GO:0032868","response to insulin",272,-1.55874121301926,0.000621027058784093,0.0165225883271241,0.334928229665072
"GO:0016052","carbohydrate catabolic process",199,-1.60495737293712,0.000691013061044273,0.0182883299663812,0.304347826086957
"GO:0007062","sister chromatid cohesion",63,-1.80726310319198,0.000724355996321333,0.0190709352156476,0.232142857142857
"GO:1902969","mitotic DNA replication",15,-1.89446018199001,0.000747871173676539,0.0195880247820461,0.571428571428571
"GO:0007033","vacuole organization",163,-1.61902058712297,0.000752375021149298,0.0196044109892253,0.355263157894737
"GO:0050764","regulation of phagocytosis",98,-1.74803125589829,0.00081285468961097,0.0208545360162908,0.467532467532468
"GO:0002701","negative regulation of production of molecular mediator of immune response",35,-1.88426017057036,0.000816854229718215,0.0208545360162908,0.269230769230769
"GO:0042770","signal transduction in response to DNA damage",133,-1.6620393205004,0.000827891727113728,0.0210301139726628,0.294117647058824
"GO:0030100","regulation of endocytosis",281,-1.54445900655406,0.000877791004496692,0.0221264698585753,0.393203883495146
"GO:0000018","regulation of DNA recombination",101,-1.71851981039061,0.000879806219895871,0.0221264698585753,0.333333333333333
"GO:0033260","nuclear DNA replication",60,-1.76996563697973,0.00110524004905449,0.0269902823573452,0.344827586206897
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading",37,-1.8463236695082,0.00122102980014902,0.0296745463449678,0.551724137931034
"GO:2001235","positive regulation of apoptotic signaling pathway",179,-1.58815639239073,0.00125180115273775,0.0302768173544944,0.291390728476821
"GO:0032465","regulation of cytokinesis",89,-1.72586959179842,0.00139568391333217,0.0332791612353495,0.279411764705882
"GO:1902115","regulation of organelle assembly",194,-1.5661826670436,0.0014129542953272,0.0333760932844812,0.4
"GO:0031935","regulation of chromatin silencing",37,-1.8307517506338,0.0014394907436265,0.0338447707396836,0.366666666666667
"GO:0031099","regeneration",198,-1.62187218951024,0.00148968720219948,0.0347021604014671,0.413223140495868
"GO:0045730","respiratory burst",37,-1.82368862825231,0.00151059748207864,0.0350278452839796,0.46875
"GO:0051099","positive regulation of binding",179,-1.58253450711672,0.00153078263067161,0.0353338182559133,0.275862068965517
"GO:0018107","peptidyl-threonine phosphorylation",126,-1.63850530476117,0.00156889721056329,0.0360070646501919,0.264150943396226
"GO:1904668","positive regulation of ubiquitin protein ligase activity",12,-1.83535191215388,0.00157419610043371,0.0360070646501919,0.272727272727273
"GO:0051965","positive regulation of synapse assembly",68,1.79368566543247,0.00161873771493698,0.0368590952657949,0.363636363636364
"GO:0016482","cytosolic transport",158,-1.5763323375476,0.00166797541360916,0.037809935945266,0.324137931034483
"GO:0002385","mucosal immune response",36,-1.83693414887159,0.00171212344586958,0.0384657067505365,0.541666666666667
"GO:0071216","cellular response to biotic stimulus",236,-1.52897493494744,0.00172437087128727,0.0385694458157396,0.385026737967914
"GO:0044003","modification by symbiont of host morphology or physiology",46,-1.78633728920878,0.00181336577628225,0.039854626083073,0.358974358974359
"GO:0051984","positive regulation of chromosome segregation",28,-1.82491928147851,0.00185114447741898,0.0400945502007333,0.346153846153846
"GO:0043044","ATP-dependent chromatin remodeling",88,-1.68471262839399,0.00185600885202208,0.0400945502007333,0.368421052631579
"GO:0000083","regulation of transcription involved in G1/S transition of mitotic cell cycle",29,-1.82700943059318,0.00188229659812673,0.0404894012916197,0.28
"GO:0051053","negative regulation of DNA metabolic process",156,-1.58845594962623,0.00194369997563557,0.0416330651560923,0.276923076923077
"GO:0031330","negative regulation of cellular catabolic process",264,-1.49537973574592,0.00209333044111604,0.0439078231528697,0.336492890995261
"GO:0048771","tissue remodeling",179,-1.61316421682578,0.0021119983544778,0.0439347805838901,0.36697247706422
"GO:0002573","myeloid leukocyte differentiation",204,-1.54090034132444,0.00215803184623036,0.0446131045410753,0.34375
"GO:0003014","renal system process",120,-1.69132124679904,0.00216600258868306,0.0446131045410753,0.231884057971014
"GO:0030262","apoptotic nuclear changes",35,-1.80178519915169,0.00220604585298489,0.0449659749469299,0.482758620689655
"GO:0046653","tetrahydrofolate metabolic process",19,-1.82890615593762,0.00223163046754455,0.045304787202561,0.4375
"GO:0050777","negative regulation of immune response",150,-1.59569345888535,0.00240633086774527,0.0480790614089025,0.247787610619469
